id,chrom,branch,bias,tissue_number,testis_value,ovary_value,adj_pvalue
CG16712,chr2L,0,male,10,3.84,2.74,0.001048155
CG16711,chr3L,0,male,9,7,4.46,2.16E-12
CG1671,chr2R,0,female,12,4.14,8.2,3.69E-23
CG16708,chr3R,0,unbiased,12,8.87,8.73,0.261447408
CG1662,chrX,0,male,12,9.04,7.87,5.89E-11
CG15825,chr2L,0,male,8,6.1,2.37,1.66E-13
CG15797,chrX,0,female,12,3.27,8.86,6.91E-26
CG15793,chrX,0,female,11,2.72,7.59,3.25E-22
CG15792,chr2R,0,unbiased,12,9.08,9.14,0.65110012
CG15786,chrX,0,unbiased,0,1.48,1.78,0.078841506
CG15785,chrX,0,unbiased,0,2.36,2.77,0.0152541
CG15784,chrX,0,male,12,6.12,4.18,1.14E-05
CG1578,chrX,0,female,12,2.85,8.84,5.84E-31
CG15779,chrX,0,unbiased,0,1.6,2,0.00946168
CG15778,chrX,0,unbiased,0,1.97,2.58,9.99E-05
CG15777,chrX,0,unbiased,0,1.9,2.12,0.181873271
CG15800,chr2R,0,male,2,9.38,1.77,1.70E-23
CG15803,chr3R,0,unbiased,0,1.94,2.23,0.038180499
CG15824,chr2L,0,male,3,8.97,1.99,4.21E-18
CG15822,chr3L,0,male,8,6.42,5.27,0.000106609
CG1582,chrX,0,unbiased,11,7.46,7.55,0.642120613
CG15819,chr2L,0,female,12,4.52,7.52,2.44E-20
CG15817,chr3R,0,female,12,4.79,9.14,6.43E-27
CG15816,chrX,0,unbiased,0,1.76,2.08,0.011100263
CG15814,chrX,0,female,12,7.6,9.24,8.05E-14
CG15812,chr3L,0,female,12,5.69,8.14,1.40E-17
CG15811,chr3L,0,female,12,7.11,7.5,0.001261509
CG15804,chr3L,0,male,1,6.22,2.44,4.50E-22
CG15776,chrX,0,unbiased,0,1.7,2.21,0.000112378
CG15773,chrX,0,unbiased,1,2.3,2.88,0.006731717
CG15753,chrX,0,unbiased,0,1.97,2.55,0.0001679
CG1575,chrX,0,female,5,2.04,5.87,5.77E-24
CG15749,chrX,0,unbiased,0,1.44,1.6,0.27014409
CG15747,chrX,0,female,12,3.39,5.63,1.49E-14
CG15745,chrX,0,female,12,2.48,4.01,0.000153631
CG15744,chrX,0,female,8,3.81,7.1,3.60E-24
CG15743,chrX,0,female,12,3.78,7.2,2.26E-20
CG15740,chrX,0,unbiased,0,1.57,2.11,0.001011066
CG15738,chrX,0,female,12,6.7,7.95,1.66E-10
CG15737,chrX,0,female,3,3.89,10.72,3.13E-35
CG15754,chrX,0,unbiased,0,1.91,1.99,0.651138129
CG15756,chrX,0,unbiased,0,1.89,2.31,0.002597082
CG15772,chrX,0,unbiased,5,1.77,1.79,0.971101673
CG15771,chrX,0,female,9,3.47,7.88,6.48E-19
CG15770,chrX,0,unbiased,2,2.51,3.31,0.000600137
CG1577,chr2R,0,female,12,7.24,8.66,8.34E-14
CG15769,chrX,0,unbiased,0,1.97,2.56,0.003163152
CG15768,chrX,0,unbiased,0,1.87,2.19,0.039152543
CG15766,chrX,0,unbiased,0,1.75,3.63,1.06E-16
CG15765,chrX,0,unbiased,1,1.87,1.99,0.646079028
CG15760,chrX,0,male,2,2.43,1.66,6.02E-08
CG15757,chrX,0,unbiased,0,2.77,2.82,0.784965215
CG15736,chrX,0,female,12,5.03,9.49,8.50E-22
CG15922,chr3R,0,male,10,7.4,6.22,3.97E-09
CG15899,chrX,0,unbiased,0,2.45,2.79,0.02825722
CG15897,chrX,0,female,12,4.62,7.39,4.11E-19
CG15896,chrX,0,female,7,3.31,6.03,4.75E-16
CG15894,chrX,0,unbiased,1,1.65,1.93,0.023473143
CG15892,chrX,0,NA,NA,NA,NA,NA
CG15891,chrX,0,NA,NA,NA,NA,NA
CG15890,chrX,0,unbiased,9,3.91,3.95,0.867066635
CG15889,chr3R,0,female,9,5.7,6.94,5.67E-09
CG15888,chr3R,0,unbiased,0,1.51,1.81,0.071139335
CG15887,chr3R,0,unbiased,0,1.65,1.93,0.040065269
CG15902,chr3R,0,unbiased,4,1.76,2.15,0.019391764
CG15904,chr2R,0,unbiased,0,1.95,2.23,0.061923021
CG15920,chr2R,0,unbiased,0,1.96,2.2,0.046811397
CG15919,chr2R,0,unbiased,0,1.83,1.92,0.604255244
CG15918,chr2R,0,unbiased,1,1.84,2.14,0.187269692
CG15916,chrX,0,female,12,5.43,8.75,3.40E-23
CG15914,chrX,0,female,9,2.15,4.89,2.18E-13
CG15912,chrX,0,female,7,3.15,3.92,0.025972933
CG1591,chrX,0,female,12,9.86,10.77,2.13E-07
CG15909,chr2R,0,male,1,7.69,2.08,8.26E-23
CG15908,chr2R,0,female,11,4.44,7.31,7.86E-19
CG15905,chr2R,0,unbiased,0,1.91,2.29,0.040826906
CG15884,chr3R,0,male,3,4.27,1.84,4.42E-18
CG15881,chr3L,0,female,12,6.8,9.99,6.71E-19
CG15861,chr2R,0,female,3,1.94,4.16,9.12E-15
CG15860,chr2R,0,unbiased,7,3.03,3.28,0.131987884
CG15855,chr3L,0,male,9,1.75,1.22,0.02339224
CG15845,chr2R,0,female,12,7.76,10.13,1.13E-22
CG15844,chr2R,0,unbiased,9,2,2.09,0.714713973
CG15841,chr2L,0,NA,NA,NA,NA,NA
CG1584,chr2R,0,female,4,2.09,8.18,5.58E-30
CG15835,chr2R,0,female,5,7.63,8.08,0.030523179
CG1583,chrX,0,female,12,3.9,9.29,6.26E-29
CG15829,chr3L,0,unbiased,3,3.08,2.95,0.783615508
CG15862,chr2R,0,female,12,2.74,8.91,5.34E-19
CG15863,chr2R,0,female,12,5.62,7.32,5.25E-11
CG15880,chr2L,0,male,1,6.21,2.53,4.46E-23
CG15879,chr3L,0,female,7,1.99,2.92,0.000194064
CG15878,chr3L,0,male,2,9.46,1.52,3.46E-25
CG15877,chr3L,0,female,11,4.05,8.42,3.53E-24
CG15876,chr3L,0,male,3,8.72,1.95,1.02E-19
CG15874,chr2R,0,male,1,4.33,2.72,1.83E-12
CG15873,chr2R,0,male,2,8.81,1.79,8.24E-24
CG15871,chrX,0,female,12,5.45,8.82,3.43E-19
CG1587,chr4,0,female,12,8.59,10.52,3.64E-23
CG15865,chrX,0,unbiased,3,2.09,1.96,0.632435532
CG15828,chr2L,0,unbiased,6,2.76,2.77,0.980225481
CG15414,chr2L,0,unbiased,1,1.65,2.1,0.010076422
CG15019,chr3L,0,female,12,5.55,10.13,2.85E-29
CG15005,chr3L,0,unbiased,0,1.81,1.65,0.331222991
CG15004,chr3L,0,unbiased,3,1.83,1.9,0.718854724
CG15003,chr3L,0,unbiased,2,1.83,1.95,0.420653217
CG15002,chr3L,0,unbiased,0,2.25,2.18,0.741557691
CG1500,chrX,0,unbiased,4,1.46,1.68,0.320032943
CG14999,chr3L,0,female,12,6.04,10.37,1.32E-24
CG14998,chr3L,0,female,12,7.39,10.78,1.32E-29
CG14997,chr3L,0,female,12,7.58,8.02,0.000260033
CG14996,chr3L,0,female,12,9.81,10.23,6.40E-06
CG14995,chr3L,0,male,12,12.66,7.77,1.29E-18
CG15006,chr3L,0,unbiased,0,1.69,2.03,0.008344083
CG15007,chr3L,0,unbiased,0,2.67,3.39,2.02E-05
CG15016,chr3L,0,unbiased,12,7.77,7.97,0.203942045
CG15015,chr3L,0,female,12,6.71,9.63,5.24E-18
CG15014,chr3L,0,female,11,8.09,9,1.79E-08
CG15013,chr3L,0,unbiased,0,1.88,1.69,0.219152224
CG15012,chr3L,0,unbiased,12,9.09,9.29,0.106910345
CG15011,chr3L,0,female,12,3.89,6.55,1.11E-13
CG15010,chr3L,0,female,12,8.94,9.45,1.39E-05
CG1501,chrX,0,male,1,3.8,2.15,1.01E-12
CG15009,chr3L,0,female,10,5,7.66,2.51E-11
CG15008,chr3L,0,unbiased,0,2.4,2.88,0.012468949
CG14994,chr3L,0,unbiased,3,1.25,1.5,0.2014968
CG14993,chr3L,0,male,3,3.3,2.6,0.005120487
CG14973,chr3L,0,unbiased,2,2.02,2.27,0.171951546
CG14972,chr3L,0,unbiased,2,1.7,2.09,0.036194632
CG14971,chr3L,0,female,12,8.04,9.34,8.55E-11
CG14969,chr3L,0,female,12,6.18,7.3,3.53E-11
CG14968,chr3L,0,male,9,10.07,3.13,4.61E-18
CG14967,chr3L,0,female,12,9.72,9.99,0.012967388
CG14966,chr3L,0,female,12,7.12,7.72,0.0018049
CG14965,chr3L,0,female,3,2.89,6.3,5.26E-22
CG14964,chr3L,0,unbiased,1,1.91,2.11,0.123521492
CG14963,chr3L,0,unbiased,2,1.69,2.02,0.610644663
CG14975,chr3L,0,NA,NA,NA,NA,NA
CG14977,chr3L,0,female,12,7.58,8.54,6.90E-10
CG14992,chr3L,0,male,11,9.54,7.38,1.03E-16
CG14991,chr3L,0,female,12,8.42,9.68,1.04E-17
CG1499,chr3R,0,unbiased,0,1.75,1.88,0.374627713
CG14989,chr3L,0,unbiased,4,1.38,1.4,0.945553339
CG14985,chr3L,0,unbiased,0,1.92,2.43,0.002103374
CG14984,chr3L,0,male,4,6.47,2.27,4.29E-25
CG14982,chr3L,0,male,2,3.42,1.82,1.53E-10
CG14981,chr3L,0,male,12,12.85,11.14,6.35E-12
CG14980,chr3L,0,male,12,6.02,5.2,0.002253993
CG14979,chr3L,0,unbiased,0,1.93,1.85,0.48803057
CG14962,chr3L,0,female,11,5.47,7.07,4.42E-10
CG15092,chr2R,0,female,9,5.64,11.99,1.66E-23
CG15072,chr2R,0,unbiased,0,2.95,3.78,6.02E-05
CG15071,chr2R,0,male,1,4.56,1.96,1.88E-15
CG1507,chr4,0,female,12,3.99,7.37,2.41E-17
CG15068,chr2R,0,unbiased,6,1.22,1.35,0.799996854
CG15067,chr2R,0,unbiased,4,2.15,2.28,0.855364844
CG15066,chr2R,0,unbiased,1,1.77,1.99,0.76515162
CG15065,chr2R,0,unbiased,5,1.83,1.96,0.774585654
CG15064,chrX,0,unbiased,0,3.09,1.77,5.56E-10
CG1506,chr2L,0,unbiased,3,0.91,1.17,0.174880666
CG15057,chrX,0,unbiased,0,1.74,2.08,0.037874487
CG15073,chr2R,0,unbiased,12,6.25,6.15,0.642712417
CG15077,chr2R,0,male,10,2.42,1.96,0.0042693
CG15088,chr2R,0,unbiased,5,1.79,2.23,0.028020968
CG15087,chr2R,0,unbiased,12,7.73,7.52,0.151527922
CG15086,chr2R,0,male,2,11.11,2.03,1.02E-19
CG15085,chr2R,0,unbiased,12,3.64,3.54,0.705352982
CG15084,chr2R,0,female,12,4.26,5.89,5.34E-09
CG15083,chr2R,0,female,12,7.8,9.75,3.47E-17
CG15082,chr2R,0,unbiased,1,2.16,2.54,0.053408931
CG15081,chr2R,0,female,12,8.92,12.42,4.43E-32
CG15080,chr2R,0,unbiased,0,1.63,2.42,2.53E-05
CG15078,chr2R,0,female,11,1.73,4.76,7.48E-20
CG15055,chrX,0,unbiased,0,2.31,2.79,0.001516292
CG1505,chrX,0,unbiased,0,1.86,3.72,1.56E-17
CG1503,chrX,0,male,3,9.13,3.82,9.24E-20
CG15029,chrX,0,unbiased,1,1.83,2.37,0.069444485
CG15028,chrX,0,unbiased,0,2.22,2.58,0.00490904
CG15027,chrX,0,female,12,3.54,7.37,4.72E-22
CG15025,chr3R,0,male,2,9.48,1.93,7.12E-20
CG15024,chr3L,0,unbiased,0,1.75,1.89,0.391684933
CG15023,chr3L,0,unbiased,0,1.96,2.04,0.527223985
CG15022,chr3L,0,unbiased,0,2.89,3.31,0.014737112
CG15021,chr3L,0,unbiased,4,2.55,2.9,0.251159344
CG15020,chr3L,0,unbiased,0,1.67,1.8,0.344065485
CG15030,chrX,0,unbiased,0,1.79,2.09,0.103662367
CG15032,chrX,0,unbiased,4,2.06,2.64,0.000161903
CG15048,chrX,0,unbiased,0,1.57,1.73,0.220576727
CG15047,chrX,0,female,2,2.06,6.22,1.33E-21
CG15046,chrX,0,unbiased,6,2.28,2.77,0.008998714
CG15044,chrX,0,unbiased,4,1.6,1.95,0.15585551
CG15043,chrX,0,unbiased,3,1.96,2.25,0.58767023
CG1504,chrX,0,unbiased,0,1.58,2.18,6.48E-07
CG15036,chrX,0,unbiased,0,1.35,1.61,0.088868028
CG15035,chrX,0,male,2,10.52,1.84,2.73E-18
CG15034,chrX,0,male,3,10.75,1.84,8.30E-20
CG15033,chrX,0,unbiased,1,1.47,1.58,0.446040813
CG1502,chrX,0,unbiased,0,1.98,2.34,0.011378727
CG1490,chrX,0,female,12,6.31,7.18,2.24E-06
CG14886,chr3R,0,unbiased,1,1.34,1.74,0.009921288
CG14885,chr3R,0,unbiased,1,1.41,1.76,0.004184634
CG14884,chr3R,0,female,12,8.16,9.33,7.10E-12
CG14883,chr3R,0,female,12,4.93,9.28,2.07E-23
CG14882,chr3R,0,female,8,4,7.47,7.31E-19
CG14881,chr3R,0,female,12,2.99,6.09,1.26E-19
CG14880,chr3R,0,male,4,3.51,2.06,1.13E-11
CG1488,chrX,0,unbiased,2,0.84,1.34,0.00644447
CG14879,chr3R,0,female,9,1.73,5.4,1.76E-19
CG14877,chr3R,0,unbiased,0,1.82,2.45,0.002373659
CG14887,chr3R,0,female,12,3.44,8.49,5.00E-26
CG14888,chr3R,0,unbiased,1,2.1,2.29,0.298943621
CG14899,chr3R,0,male,12,9.39,9.08,0.004737485
CG14898,chr3R,0,male,10,8.01,7.26,0.007976216
CG14897,chr3R,0,female,2,1.89,2.61,1.27E-08
CG14896,chr3R,0,unbiased,10,8.99,8.26,0.060822332
CG14895,chr3R,0,female,12,7.32,8.97,8.57E-11
CG14894,chr3R,0,male,11,9.62,8.97,6.47E-05
CG14892,chr3R,0,unbiased,0,1.85,2.05,0.122399139
CG14890,chr3R,0,unbiased,1,1.77,1.97,0.305018459
CG1489,chrX,0,female,12,9.15,11.26,2.26E-22
CG14889,chr3R,0,unbiased,3,1.45,1.31,0.528051296
CG14876,chr3R,0,male,1,9.05,2.39,7.51E-21
CG14872,chr3R,0,unbiased,8,2.82,2.52,0.18821991
CG14856,chr3R,0,unbiased,5,1.86,2.32,8.35E-05
CG14855,chr3R,0,unbiased,1,2.48,2.57,0.565823353
CG14854,chr3R,0,unbiased,3,1.71,1.89,0.462544188
CG14853,chr3R,0,unbiased,3,0.92,1.29,0.14955614
CG14841,chr3R,0,male,1,8.19,2.19,1.63E-19
CG14840,chr3R,0,male,1,8.67,2.31,1.40E-18
CG1484,chrX,0,female,12,4.36,9.13,6.89E-27
CG14839,chr3R,0,male,1,8.14,1.65,1.58E-19
CG14838,chr3L,0,male,1,7.14,2.01,1.83E-22
CG14837,chr3L,0,unbiased,0,1.56,1.92,0.009720615
CG14857,chr3R,0,unbiased,1,1.72,1.97,0.124828328
CG1486,chrX,0,female,12,4.52,8.3,3.17E-25
CG14871,chr3R,0,unbiased,2,1.67,1.73,0.76677499
CG14870,chr3R,0,male,3,8.93,2.59,1.83E-22
CG1487,chr3R,0,female,11,2.08,4.42,1.36E-10
CG14869,chr3R,0,unbiased,7,3.08,4.19,2.17E-09
CG14868,chr3R,0,male,5,7.97,2.81,6.89E-18
CG14867,chr3R,0,unbiased,0,2.09,2.2,0.477812734
CG14866,chr3R,0,unbiased,0,1.74,2.11,0.060511774
CG14865,chr3R,0,male,12,7.67,7.25,0.025313023
CG14864,chr3R,0,male,3,8.28,2.02,1.07E-28
CG14861,chr3R,0,male,2,9.91,2.11,1.53E-21
CG14834,chr3L,0,female,3,8.1,10.27,0.000199233
CG14961,chr3L,0,unbiased,0,1.64,2.23,0.000395621
CG14944,chr2L,0,unbiased,1,1.96,2.46,0.002259038
CG14943,chr2L,0,unbiased,0,1.83,2.15,0.00598171
CG14941,chr2L,0,female,3,3.7,9.77,6.22E-29
CG14940,chr2L,0,unbiased,2,1.98,1.97,0.941393494
CG1494,chrX,0,male,1,5.84,2.01,6.51E-21
CG14939,chr2L,0,female,12,6.5,8.09,4.33E-15
CG14938,chr2L,0,female,12,3.5,4.33,6.67E-05
CG14937,chr2L,0,male,3,2.78,2.18,0.000907268
CG14936,chr2L,0,male,3,9.86,1.9,5.70E-22
CG14935,chr2L,0,female,10,2.9,6.64,2.32E-14
CG14945,chr2L,0,unbiased,7,5.16,5.3,0.57085378
CG14946,chr2L,0,male,4,3.85,2.05,1.98E-06
CG14960,chr3L,0,unbiased,0,1.73,2.03,0.042900506
CG14959,chr3L,0,female,6,2.24,3.37,3.64E-08
CG14958,chr3L,0,male,2,4.98,3.13,8.72E-12
CG14956,chr3L,0,female,10,4.1,7.74,7.26E-22
CG14952,chr3L,0,unbiased,0,1.92,2.52,9.20E-06
CG14950,chr3L,0,unbiased,1,1.49,1.74,0.136637635
CG1495,chr4,0,female,12,6.56,9.05,1.49E-23
CG14949,chr3L,0,unbiased,3,1.71,1.76,0.808703245
CG14948,chrX,0,female,6,1.45,2.12,0.001209288
CG14947,chr2L,0,unbiased,0,1.71,2.02,0.036304127
CG14934,chr2L,0,male,3,3.52,2.36,0.028781609
CG14933,chr2L,0,male,12,9.87,3.8,1.56E-35
CG14911,chr3L,0,unbiased,0,2,2.73,8.65E-06
CG14910,chr3L,0,unbiased,0,2.14,2.79,0.004518697
CG14909,chr3R,0,male,2,10.16,2.46,7.29E-23
CG14907,chr3R,0,NA,NA,NA,NA,NA
CG14906,chr3R,0,female,2,3.41,5.42,5.36E-16
CG14905,chr3R,0,unbiased,0,1.97,2.36,0.001796731
CG14904,chr3R,0,unbiased,4,1.56,1.86,0.203998974
CG14903,chr3R,0,female,12,7.87,9.03,2.74E-12
CG14902,chr3R,0,male,6,3.61,1.88,3.55E-11
CG14901,chr3R,0,unbiased,1,1.88,1.94,0.678486645
CG14913,chr2L,0,unbiased,1,1.92,2.04,0.393148132
CG14914,chr2L,0,unbiased,0,1.9,1.92,0.877069092
CG14931,chr2L,0,unbiased,3,8.39,9.1,0.059940786
CG14928,chr2L,0,unbiased,0,1.68,2.68,7.68E-08
CG14926,chr2L,0,male,3,13.16,2.35,7.77E-28
CG14925,chr2L,0,unbiased,0,2.3,2.61,0.067805776
CG14921,chr2L,0,male,2,8.68,2.05,4.06E-23
CG14920,chr2L,0,unbiased,0,1.56,1.89,0.017575575
CG1492,chrX,0,female,4,1.91,5.47,2.63E-23
CG14919,chr2L,0,unbiased,5,1.52,2.04,0.015687791
CG14916,chr2L,0,male,1,5.91,1.74,9.85E-26
CG14915,chr2L,0,unbiased,0,1.9,1.77,0.33872877
CG14900,chr3R,0,unbiased,0,2.07,2.49,0.005567642
CG15317,chrX,0,female,3,2.86,6.7,5.64E-21
CG15293,chr2L,0,unbiased,6,2,2.38,0.280391226
CG1529,chrX,0,female,11,1.82,5.66,2.26E-24
CG15288,chr2L,0,female,10,2.96,4.1,1.77E-05
CG15287,chr2L,0,male,3,10.39,2.01,2.94E-18
CG15284,chr2L,0,unbiased,0,1.62,1.99,0.001618988
CG15283,chr2L,0,male,1,3.33,1.63,1.35E-09
CG1528,chr3R,0,female,12,7.4,9.45,2.34E-17
CG15279,chr2L,0,unbiased,6,3.1,2.92,0.513428726
CG15278,chr2L,0,male,3,9.38,1.81,1.56E-22
CG15277,chr2L,0,male,2,3.52,2.09,4.30E-09
CG15295,chrX,0,unbiased,0,1.64,1.79,0.271401935
CG1530,chrX,0,unbiased,0,1.77,2.4,0.000157871
CG15314,chrX,0,unbiased,0,1.67,2.06,0.008765824
CG15313,chrX,0,unbiased,2,2.28,2.82,0.001242861
CG15312,chrX,0,female,5,1.76,7.85,8.37E-28
CG15311,chrX,0,unbiased,2,1.84,1.87,0.821180524
CG1531,chrX,0,female,11,5.66,6.37,0.012084844
CG15309,chrX,0,female,12,5.83,7.87,1.55E-17
CG15308,chrX,0,female,8,3.48,4.11,3.52E-05
CG15307,chrX,0,unbiased,1,2.94,2.94,0.978897107
CG15304,chrX,0,female,12,9.38,10.68,1.09E-13
CG15302,chrX,0,unbiased,0,1.64,1.94,0.021924916
CG15274,chr2L,0,male,3,2.66,1.77,0.000105194
CG15270,chr2L,0,unbiased,3,1.39,1.48,0.666680829
CG15253,chr2L,0,unbiased,1,1.65,1.68,0.920717437
CG15252,chrX,0,unbiased,0,1.63,1.87,0.142886176
CG15251,chrX,0,unbiased,2,2.56,2.52,0.841571285
CG15250,chrX,0,unbiased,1,1.2,1.54,0.022759407
CG15249,chrX,0,unbiased,0,1.6,1.62,0.868601128
CG15247,chrX,0,unbiased,3,1.95,2.08,0.555421819
CG15245,chrX,0,unbiased,0,2.09,2.41,0.086452809
CG15240,chrX,0,unbiased,0,2.19,2.58,0.016565116
CG1524,chrX,0,female,12,10.53,12.89,3.53E-27
CG15239,chrX,0,unbiased,0,1.89,2.04,0.366899233
CG15254,chr2L,0,unbiased,3,1.43,1.8,0.208733977
CG15255,chr2L,0,unbiased,4,1.53,1.98,0.054928354
CG1527,chrX,0,female,12,8.63,11.13,1.83E-24
CG15269,chr2L,0,unbiased,0,1.46,1.93,0.001235612
CG15266,chr2L,0,female,12,7.04,8.71,1.00E-09
CG15262,chr2L,0,male,2,8.63,1.92,1.34E-19
CG15261,chr2L,0,female,11,7.42,9.36,3.02E-11
CG15260,chr2L,0,male,3,10.13,1.72,1.82E-22
CG15259,chr2L,0,male,1,7.73,2.01,4.08E-24
CG15258,chr2L,0,male,2,10.28,1.95,2.39E-19
CG15257,chr2L,0,male,3,10,1.69,7.07E-20
CG15256,chr2L,0,unbiased,0,1.57,1.89,0.039434809
CG15237,chr2R,0,female,9,4.28,7.27,5.20E-20
CG15412,chr2L,0,unbiased,5,2.05,1.84,0.33872877
CG15385,chr2L,0,unbiased,10,2.01,1.63,0.098511149
CG15382,chr2L,0,male,2,6.17,3.44,1.24E-14
CG15378,chr2L,0,unbiased,1,1.97,2.24,0.09961666
CG15377,chr2L,0,unbiased,0,1.33,1.46,0.445679461
CG15376,chrX,0,unbiased,1,2.42,2.46,0.794411125
CG15374,chr3L,0,unbiased,0,1.69,1.82,0.267781754
CG15373,chrX,0,male,1,2.6,2.22,0.012820592
CG15371,chrX,0,unbiased,0,1.55,1.9,0.024588813
CG15370,chrX,0,unbiased,0,2.18,2.64,0.01593306
CG1537,chrX,0,unbiased,4,1.36,1.86,0.024949293
CG15386,chr2L,0,female,12,8.65,8.87,0.023193588
CG15387,chr2L,0,unbiased,4,3.25,3.38,0.562727689
CG15408,chr2L,0,unbiased,2,2.19,2.11,0.825048524
CG15406,chr2L,0,unbiased,4,2.37,2.23,0.558351299
CG15400,chr2L,0,male,3,8.04,2.02,3.54E-18
CG15399,chr2L,0,male,3,8.53,2.14,4.93E-20
CG15398,chr2L,0,unbiased,0,2.92,1.86,2.53E-09
CG15396,chr2L,0,unbiased,0,1.54,1.74,0.026144112
CG15395,chr2L,0,male,1,8.97,2.43,4.10E-19
CG15393,chr2L,0,unbiased,0,2.04,2.36,0.061613589
CG15390,chr2L,0,female,5,3.04,6.11,1.52E-18
CG1539,chr3R,0,unbiased,12,7.35,7.66,0.057602345
CG15369,chrX,0,unbiased,1,1.84,2.05,0.359531069
CG15368,chrX,0,male,1,8.84,2.54,3.11E-29
CG15343,chrX,0,unbiased,5,3.09,3.06,0.896173818
CG15336,chrX,0,unbiased,0,1.91,2.11,0.163271599
CG15335,chrX,0,unbiased,2,2.55,2.44,0.53647978
CG15329,chrX,0,unbiased,0,1.47,1.83,0.008528733
CG15327,chrX,0,unbiased,0,1.58,1.8,0.068888958
CG15326,chrX,0,unbiased,0,1.53,1.92,0.003165721
CG15324,chrX,0,female,1,2.27,3.88,2.29E-10
CG15322,chrX,0,unbiased,0,1.84,2.23,0.003871492
CG15321,chrX,0,female,2,2.22,3.94,2.02E-09
CG1532,chrX,0,female,12,7.82,9.31,2.83E-14
CG15347,chrX,0,male,9,7.82,5.53,2.35E-07
CG15350,chrX,0,female,2,2.01,10.65,8.90E-25
CG15367,chrX,0,unbiased,10,7.15,7.37,0.406369217
CG15366,chrX,0,unbiased,0,1.61,2.11,0.008994724
CG15365,chrX,0,unbiased,2,2.14,2.74,0.000600822
CG15364,chrX,0,unbiased,0,1.67,1.94,0.194174571
CG15361,chr2L,0,unbiased,5,2.01,2.35,0.407479363
CG15357,chr2L,0,male,2,9.23,1.99,3.78E-19
CG15356,chr2L,0,unbiased,0,2.37,4.01,3.83E-10
CG15353,chr2L,0,male,11,5.15,4.32,0.032648276
CG15352,chrX,0,unbiased,3,2.34,3.45,1.77E-06
CG15351,chrX,0,female,2,1.64,11.11,3.50E-24
CG15319,chrX,0,female,12,5.52,10.4,2.54E-18
CG15154,chr2L,0,male,12,6.37,5.44,2.10E-05
CG15134,chr2L,0,unbiased,0,2.54,3.1,0.000991924
CG15133,chr2L,0,unbiased,0,1.87,2.05,0.16287945
CG15130,chr2L,0,unbiased,0,1.85,1.87,0.89924966
CG1513,chr2R,0,unbiased,12,7.19,6.61,0.066339073
CG15128,chr2R,0,male,3,11.88,2.16,1.00E-24
CG15127,chr2R,0,unbiased,1,2.52,3.19,0.000615233
CG15126,chr2R,0,NA,NA,NA,NA,NA
CG15125,chr2R,0,male,2,8.42,1.79,3.17E-25
CG15124,chr2R,0,male,3,11.23,2.15,9.82E-24
CG15122,chr2R,0,unbiased,0,1.78,2.12,0.049713944
CG15138,chr2L,0,male,5,3.44,2.07,3.81E-10
CG1514,chrX,0,unbiased,0,4.56,4.73,0.443930149
CG15153,chr2L,0,unbiased,0,1.75,1.9,0.364708569
CG15152,chr2L,0,male,6,4.25,2.49,2.19E-05
CG15151,chr2L,0,male,4,4.4,1.33,2.44E-18
CG15150,chr2L,0,male,1,8.17,1.9,2.10E-19
CG1515,chrX,0,female,12,6.03,7.63,2.26E-15
CG15148,chr2L,0,unbiased,0,2,1.69,0.124609907
CG15147,chr2L,0,male,2,10.67,2.28,1.47E-33
CG15143,chr2L,0,male,1,7.96,1.82,1.10E-23
CG15142,chr2L,0,male,1,6.5,3.11,4.30E-23
CG15141,chr2L,0,female,12,8.74,9.76,6.10E-09
CG15121,chr2R,0,unbiased,0,1.51,1.94,0.0010925
CG15120,chr2R,0,unbiased,0,2.32,2.65,0.18715535
CG15104,chr2R,0,unbiased,12,8.12,7.97,0.548952394
CG15102,chr2R,0,female,12,8.98,10.04,1.76E-13
CG15101,chr2R,0,male,12,6.81,6.08,8.92E-05
CG15100,chr2R,0,unbiased,12,9.88,10.14,0.155108805
CG15099,chr2R,0,female,12,7.49,8.05,0.000813709
CG15098,chr2R,0,female,12,9.67,10.84,9.08E-15
CG15097,chr2R,0,male,6,4.07,2.68,2.18E-05
CG15096,chr2R,0,male,9,7.85,4,2.12E-17
CG15095,chr2R,0,male,11,4.83,3.76,1.74E-05
CG15094,chr2R,0,female,11,3.72,5.52,2.31E-14
CG15105,chr2R,0,male,7,4.27,3.18,2.49E-06
CG15106,chr2R,0,female,10,4.09,4.99,2.84E-05
CG1512,chr2L,0,unbiased,12,9.78,9.5,0.055038347
CG15119,chr2R,0,male,12,9.08,8.7,0.023662429
CG15118,chr2R,0,unbiased,12,8.79,8.95,0.0775837
CG15117,chr2R,0,male,9,8.3,2.87,3.10E-24
CG15113,chr2R,0,unbiased,2,1.25,1.39,0.387921038
CG15112,chr2R,0,female,12,6.21,9.47,8.76E-22
CG15111,chr2R,0,male,12,11.23,8.61,9.01E-24
CG15110,chr2R,0,female,12,2.62,7.94,1.51E-28
CG1511,chr4,0,female,12,6.9,8.82,1.70E-15
CG15109,chr2R,0,male,3,12.49,1.63,3.84E-23
CG15093,chr2R,0,female,11,5.65,10.82,5.57E-23
CG15236,chr2R,0,unbiased,4,1.66,1.27,0.040954295
CG15218,chr2L,0,female,12,6.6,8.28,3.34E-12
CG15216,chr2L,0,unbiased,1,1.55,1.86,0.071628584
CG15213,chr3L,0,unbiased,2,2.63,3.29,0.000550653
CG15212,chr3L,0,unbiased,1,1.81,2.09,0.232657331
